Ever_Married,Age,Profession,Work_Experience,Family_Size,Var_1,Segmentation,Gender_Male,Graduated_Yes,Spending_Score_High,Spending_Score_Low
No,55,Marketing,3,1,Cat_6,B,0,1,0,1
No,20,Doctor,4,4,Cat_6,D,0,0,0,1
Yes,87,Lawyer,0,2,Cat_6,C,0,1,1,0
No,28,Healthcare,0,2,Cat_4,A,1,0,0,1
No,38,Artist,2,2,Cat_3,A,1,0,0,1
Yes,42,Entertainment,1,2,Cat_4,B,1,0,0,1
Yes,42,Marketing,0,6,Cat_4,A,1,0,1,0
No,29,Engineer,1,4,Cat_6,D,0,0,0,1
No,32,Doctor,0,4,Cat_6,A,1,1,0,1
Yes,38,Executive,NA,5,Cat_4,D,1,0,1,0
Yes,59,Artist,1,2,Cat_6,C,0,0,1,0
No,22,Healthcare,0,2,Cat_3,D,1,0,0,1
No,26,Homemaker,9,NA,Cat_4,D,0,0,0,1
Yes,78,Artist,1,2,Cat_6,C,0,1,1,0
No,32,Healthcare,0,3,Cat_4,A,0,1,0,1
Yes,37,Artist,0,4,Cat_7,C,1,1,0,0
Yes,37,Healthcare,1,4,Cat_6,B,1,1,1,0
No,67,Lawyer,NA,2,Cat_6,D,1,0,0,1
Yes,47,Artist,0,4,Cat_6,B,1,0,1,0
Yes,68,Lawyer,0,2,Cat_6,A,0,1,1,0
No,30,Healthcare,3,5,Cat_1,C,1,1,0,1
Yes,48,Entertainment,2,1,Cat_1,A,0,1,0,1
No,43,Artist,6,1,Cat_6,C,0,1,0,1
Yes,33,Healthcare,9,2,Cat_6,D,1,1,0,1
Yes,31,Healthcare,0,5,Cat_4,D,1,0,0,0
Yes,32,Healthcare,1,2,Cat_6,D,1,1,0,1
No,21,Healthcare,1,4,Cat_2,D,0,0,0,1
No,29,Homemaker,2,4,Cat_3,D,0,0,0,1
Yes,35,Artist,1,2,Cat_4,A,0,1,0,1
Yes,46,Artist,0,3,Cat_4,A,1,0,0,1
Yes,38,Artist,9,2,Cat_2,B,0,1,1,0
No,32,Healthcare,1,3,Cat_6,C,0,1,0,1
No,28,Artist,3,7,Cat_2,A,0,1,0,1
Yes,68,Lawyer,3,1,Cat_6,A,0,1,0,1
Yes,45,Artist,4,1,Cat_6,C,0,1,0,1
Yes,58,Artist,0,3,Cat_7,C,1,1,0,0
No,28,Entertainment,1,2,Cat_7,A,1,0,0,1
No,32,Healthcare,12,3,Cat_6,A,0,0,0,1
No,30,Doctor,1,1,Cat_3,B,1,1,0,1
Yes,42,Homemaker,3,4,Cat_6,D,0,0,0,0
No,22,NA,NA,6,Cat_1,D,1,0,0,1
No,41,Artist,NA,3,Cat_6,C,1,1,0,1
No,18,Healthcare,6,4,Cat_7,D,0,0,0,1
Yes,29,Healthcare,8,3,Cat_3,D,0,1,0,1
No,33,Healthcare,0,3,Cat_6,A,0,1,0,1
No,47,Artist,1,NA,Cat_4,A,1,0,0,1
Yes,57,Doctor,1,2,Cat_7,A,0,1,0,1
Yes,36,Executive,1,3,Cat_6,D,1,1,0,1
Yes,57,Executive,1,3,Cat_6,C,1,1,1,0
No,18,Healthcare,1,2,Cat_6,D,1,0,0,1
NA,52,Artist,1,5,Cat_4,C,1,1,0,0
Yes,52,Artist,1,6,Cat_6,C,1,1,0,0
No,51,Artist,6,4,Cat_4,B,1,NA,0,1
Yes,37,Entertainment,0,2,Cat_1,B,0,1,0,0
No,36,Marketing,0,1,Cat_6,A,1,1,0,1
No,29,Healthcare,9,3,Cat_4,A,0,1,0,1
Yes,45,Artist,1,4,Cat_3,C,1,1,0,0
No,61,Artist,0,1,Cat_6,B,1,1,0,1
Yes,52,Entertainment,1,4,Cat_6,A,1,1,0,0
Yes,49,Homemaker,14,1,Cat_6,A,0,1,0,1
Yes,40,Entertainment,NA,2,Cat_4,B,1,1,0,0
No,31,Healthcare,1,5,Cat_4,C,0,0,0,1
Yes,42,Entertainment,1,3,Cat_4,A,1,0,0,1
Yes,51,Engineer,1,5,Cat_6,C,1,1,0,0
No,42,Healthcare,8,1,Cat_7,D,0,1,0,1
No,29,Doctor,1,4,Cat_6,C,1,1,0,1
No,33,Healthcare,8,1,Cat_4,A,0,1,0,1
No,27,Healthcare,NA,3,Cat_6,D,1,1,0,1
No,21,Healthcare,0,4,Cat_2,D,0,0,0,1
Yes,35,Artist,9,3,Cat_6,B,1,0,0,0
No,42,Doctor,0,1,Cat_6,A,0,1,0,1
No,41,Artist,2,1,Cat_6,C,0,1,0,1
No,39,Artist,0,3,Cat_6,B,1,1,0,1
No,28,Doctor,14,1,Cat_6,A,0,0,0,1
Yes,45,Engineer,3,NA,Cat_3,B,0,1,0,0
Yes,61,Doctor,1,2,Cat_6,B,0,1,0,0
Yes,62,Artist,0,4,Cat_6,C,1,1,0,0
Yes,65,Entertainment,1,2,Cat_6,C,1,1,0,0
Yes,45,Doctor,1,2,Cat_3,A,1,1,0,0
Yes,26,Engineer,9,2,Cat_6,B,0,1,0,1
No,25,Artist,4,5,Cat_6,C,0,1,0,1
Yes,45,Artist,1,4,Cat_7,C,0,1,0,0
Yes,43,Executive,0,4,Cat_6,B,1,0,1,0
Yes,49,Executive,1,3,Cat_6,C,1,1,1,0
Yes,55,Artist,1,2,Cat_6,C,1,1,0,0
No,37,Artist,3,1,Cat_6,B,0,1,0,1
Yes,65,Entertainment,1,2,Cat_6,C,1,1,1,0
No,32,NA,10,5,Cat_6,C,0,0,0,1
No,39,Engineer,0,3,Cat_4,A,0,0,0,1
Yes,40,Artist,2,2,Cat_6,C,0,1,0,0
Yes,72,Entertainment,1,3,Cat_6,C,1,1,0,0
No,38,Homemaker,5,1,Cat_2,B,0,0,0,1
No,26,Marketing,0,5,Cat_6,D,1,0,0,1
No,30,Doctor,1,3,Cat_4,D,1,1,0,1
Yes,51,Homemaker,1,NA,Cat_4,A,1,1,0,1
No,57,Marketing,1,4,Cat_7,A,1,1,0,1
No,31,Healthcare,1,1,Cat_6,D,0,1,0,1
No,39,Artist,0,1,Cat_6,A,1,1,0,1
No,30,Engineer,0,4,Cat_4,A,0,0,0,1
Yes,43,Artist,0,3,Cat_4,A,0,0,0,0
No,27,Healthcare,8,1,Cat_3,C,1,1,0,1
Yes,46,Artist,0,4,Cat_3,C,0,0,0,0
Yes,43,Artist,1,2,Cat_6,B,1,0,0,1
Yes,69,Lawyer,NA,1,NA,A,1,1,0,1
Yes,28,Entertainment,8,4,Cat_7,D,1,0,0,0
No,43,Entertainment,9,1,Cat_6,D,1,1,0,1
No,27,Healthcare,NA,5,Cat_7,D,0,0,0,1
No,28,Healthcare,1,3,Cat_6,D,0,1,0,1
No,33,Artist,NA,4,Cat_6,D,1,0,0,1
No,30,Engineer,0,1,NA,B,0,0,0,1
No,58,Healthcare,4,2,Cat_6,D,1,0,0,1
No,38,Engineer,8,4,Cat_6,A,0,1,0,1
No,31,Artist,1,4,Cat_6,D,0,1,0,1
Yes,32,Executive,4,5,Cat_4,D,1,0,0,0
Yes,45,Artist,4,4,Cat_6,C,1,1,0,0
Yes,66,Artist,1,3,Cat_6,A,1,1,0,1
Yes,51,Artist,1,3,Cat_6,C,0,1,0,0
Yes,59,Artist,NA,2,Cat_6,C,0,1,0,0
No,40,Engineer,NA,1,Cat_3,B,0,1,0,1
Yes,46,Artist,11,5,Cat_6,C,1,1,0,0
No,20,Healthcare,1,6,Cat_4,D,1,0,0,1
Yes,84,Lawyer,1,2,Cat_6,C,0,0,1,0
No,41,Marketing,NA,1,Cat_6,D,0,1,0,1
Yes,51,Artist,NA,3,Cat_6,C,1,0,0,0
Yes,57,Entertainment,8,5,Cat_2,A,1,1,0,0
No,33,Doctor,0,1,Cat_6,A,0,0,0,1
No,25,Marketing,3,3,Cat_5,D,1,0,0,1
Yes,55,Artist,NA,3,Cat_4,A,1,1,0,0
Yes,56,Executive,NA,4,Cat_1,A,0,1,1,0
Yes,77,Lawyer,1,1,Cat_6,C,1,1,0,1
Yes,30,Healthcare,1,2,Cat_6,A,1,1,0,1
No,23,Healthcare,6,5,Cat_4,D,1,0,0,1
No,43,Artist,2,4,Cat_6,B,0,1,0,1
No,39,Entertainment,5,1,Cat_6,A,1,1,0,1
Yes,29,Executive,1,2,Cat_6,D,1,0,1,0
Yes,37,Doctor,NA,2,Cat_6,D,1,1,0,1
Yes,45,Engineer,2,2,Cat_6,D,0,0,0,1
Yes,48,Executive,2,2,Cat_2,D,1,0,1,0
Yes,27,Entertainment,0,4,Cat_6,A,1,0,0,0
Yes,60,Entertainment,9,4,Cat_3,B,0,0,0,1
Yes,45,Entertainment,4,3,Cat_2,B,1,1,0,0
No,31,Healthcare,NA,1,Cat_6,D,1,1,0,1
No,33,Doctor,1,4,Cat_4,C,1,0,0,1
NA,18,NA,6,4,Cat_3,D,1,0,1,0
Yes,48,Artist,NA,3,Cat_6,B,0,1,0,0
Yes,83,Lawyer,NA,2,Cat_6,A,0,0,0,1
Yes,57,Executive,NA,4,Cat_2,A,1,1,0,1
No,26,Healthcare,NA,3,Cat_1,D,1,1,0,1
Yes,51,Artist,8,5,Cat_6,A,1,1,0,1
Yes,67,Executive,2,1,Cat_6,C,1,0,1,0
Yes,38,Artist,9,2,Cat_6,C,1,1,0,0
No,40,Doctor,0,1,Cat_6,C,0,1,0,1
Yes,45,Artist,5,2,Cat_6,B,0,1,0,0
Yes,48,Artist,0,4,Cat_6,C,1,1,0,0
Yes,69,Lawyer,0,2,Cat_6,C,0,0,0,0
No,21,Healthcare,9,5,Cat_6,D,1,0,0,1
Yes,48,Engineer,1,NA,Cat_6,B,0,0,1,0
No,18,Healthcare,NA,3,Cat_3,D,0,0,0,1
Yes,72,Artist,0,3,Cat_4,C,1,1,0,1
Yes,85,Lawyer,NA,1,Cat_6,D,1,0,0,1
No,21,Marketing,1,5,Cat_4,D,0,0,0,1
Yes,48,Artist,1,1,Cat_4,A,0,1,0,1
No,37,Entertainment,6,NA,Cat_6,A,0,1,0,1
No,28,Healthcare,1,5,Cat_4,D,1,0,0,1
Yes,55,Entertainment,1,2,Cat_6,A,1,1,0,1
No,56,Artist,0,2,Cat_6,C,0,1,0,1
Yes,50,Doctor,1,2,Cat_6,C,1,1,0,1
No,21,Healthcare,1,4,Cat_6,D,1,0,0,1
No,18,Healthcare,0,6,Cat_6,D,1,0,0,1
Yes,68,Lawyer,0,2,Cat_6,B,1,1,1,0
Yes,47,Artist,13,1,Cat_6,C,1,1,0,1
Yes,75,Lawyer,1,2,Cat_6,B,1,0,1,0
Yes,50,Artist,3,4,Cat_2,C,1,1,0,0
No,31,Healthcare,0,4,Cat_6,D,1,1,0,1
No,30,Artist,0,3,Cat_6,A,0,1,0,1
Yes,41,Artist,0,4,Cat_6,A,0,1,0,1
Yes,41,Executive,6,2,Cat_3,A,1,NA,1,0
Yes,35,Healthcare,2,1,Cat_6,A,0,0,0,1
Yes,37,Healthcare,0,1,Cat_6,D,1,1,0,1
Yes,60,Entertainment,0,NA,Cat_6,D,1,1,0,1
Yes,50,Doctor,0,3,Cat_6,C,1,1,0,0
Yes,36,Artist,0,2,Cat_6,C,1,1,0,0
No,26,Marketing,3,3,Cat_3,A,0,0,0,1
Yes,62,NA,7,2,Cat_6,D,1,0,1,0
No,22,Healthcare,0,4,Cat_4,D,1,0,0,1
No,19,Healthcare,0,3,Cat_6,D,0,0,0,1
Yes,45,Artist,0,5,Cat_6,C,0,1,0,0
No,31,Doctor,0,4,Cat_6,D,0,0,0,1
Yes,56,Artist,0,3,Cat_4,C,1,1,0,0
Yes,62,Lawyer,8,5,Cat_6,A,0,NA,0,1
No,25,Healthcare,1,3,Cat_6,B,0,1,0,1
Yes,73,Lawyer,1,1,Cat_6,B,0,1,0,1
Yes,62,Doctor,1,4,Cat_3,C,1,1,0,0
Yes,46,Entertainment,0,3,Cat_6,A,1,0,0,0
Yes,51,Artist,NA,NA,Cat_3,C,0,1,0,1
Yes,25,Executive,1,2,Cat_6,A,1,1,1,0
Yes,66,Executive,0,2,Cat_6,B,1,NA,1,0
No,27,Marketing,1,2,Cat_3,A,1,1,0,1
Yes,87,Executive,1,2,Cat_6,A,1,0,0,1
Yes,47,Artist,0,1,Cat_1,A,0,1,0,1
Yes,57,Artist,1,4,Cat_6,C,1,1,0,0
Yes,60,Artist,0,4,Cat_3,A,1,1,0,0
Yes,40,Executive,NA,5,Cat_6,B,1,1,1,0
No,32,Doctor,7,NA,Cat_2,A,0,1,0,1
No,28,Healthcare,2,3,Cat_6,D,1,1,0,1
No,39,Doctor,4,3,Cat_6,C,1,1,0,1
No,47,Marketing,9,1,Cat_6,D,0,1,0,1
No,39,NA,8,NA,Cat_6,C,0,1,0,1
No,28,Entertainment,1,NA,Cat_3,A,1,0,0,1
Yes,69,Artist,0,3,Cat_6,A,1,1,0,0
No,42,Artist,0,1,Cat_6,D,0,1,0,1
Yes,46,Engineer,1,1,Cat_6,D,0,1,0,1
No,23,Marketing,3,3,Cat_6,C,0,0,0,1
No,45,Artist,1,5,Cat_6,C,1,1,0,1
Yes,38,Doctor,1,4,Cat_6,B,0,1,0,0
Yes,71,Lawyer,1,3,Cat_6,D,0,0,1,0
No,26,Doctor,0,2,Cat_6,D,0,0,0,1
Yes,60,Artist,8,2,Cat_6,C,0,1,1,0
Yes,46,Artist,1,2,Cat_6,C,0,1,0,0
Yes,39,Entertainment,1,4,Cat_3,C,1,1,0,0
No,18,Healthcare,1,3,Cat_6,D,0,0,0,1
Yes,26,Doctor,1,2,Cat_7,A,1,1,0,0
Yes,53,Artist,1,2,Cat_6,D,1,1,1,0
Yes,40,Entertainment,1,2,Cat_3,C,1,1,0,0
Yes,76,Executive,NA,7,Cat_4,D,1,0,0,1
Yes,26,Entertainment,0,3,Cat_3,A,1,1,0,0
Yes,65,Artist,0,2,Cat_6,C,0,1,0,0
No,37,Artist,12,2,Cat_6,A,0,1,0,1
No,25,Healthcare,0,4,Cat_3,C,1,0,0,1
No,21,Engineer,0,5,Cat_2,D,0,0,0,1
No,25,Healthcare,0,4,Cat_2,D,0,0,0,1
No,23,Healthcare,4,5,Cat_6,D,1,0,0,1
No,30,Healthcare,1,6,Cat_3,D,0,1,0,1
No,30,Doctor,0,4,Cat_6,D,0,0,0,1
Yes,42,Entertainment,0,4,Cat_4,A,1,0,0,0
Yes,81,Lawyer,NA,2,Cat_6,D,0,0,1,0
Yes,49,Entertainment,1,5,Cat_6,C,1,1,0,0
No,32,Healthcare,0,3,Cat_2,A,1,0,0,1
Yes,43,Artist,NA,4,Cat_2,B,0,1,0,0
Yes,26,Executive,9,4,Cat_6,D,1,0,1,0
No,67,Artist,1,2,Cat_6,B,0,0,0,1
Yes,88,Executive,0,1,Cat_6,A,1,0,0,1
No,40,Healthcare,8,4,Cat_2,D,0,1,0,1
NA,48,Artist,0,4,Cat_2,C,0,1,0,1
No,18,Healthcare,7,3,Cat_1,D,1,0,0,1
Yes,39,NA,5,3,Cat_6,A,1,1,0,0
Yes,61,Entertainment,7,5,Cat_6,B,1,1,1,0
Yes,51,Artist,NA,4,Cat_6,C,0,1,1,0
Yes,25,Engineer,0,2,Cat_4,A,0,0,0,0
No,35,Artist,6,3,Cat_6,B,1,1,0,1
Yes,46,Executive,0,2,Cat_6,C,1,0,1,0
Yes,53,Homemaker,2,3,Cat_6,B,0,0,1,0
Yes,48,Entertainment,9,1,Cat_6,D,1,1,0,1
Yes,75,Lawyer,1,2,Cat_6,D,1,1,0,1
No,23,Healthcare,1,3,Cat_4,D,1,0,0,1
No,29,Doctor,1,2,Cat_6,D,1,0,0,1
Yes,46,Artist,0,2,Cat_6,B,1,0,0,1
No,61,Marketing,1,1,Cat_6,D,0,1,0,1
No,37,Artist,1,1,Cat_6,B,0,0,0,1
No,23,Healthcare,6,5,Cat_2,D,0,0,0,1
No,21,Healthcare,NA,8,Cat_6,D,1,0,0,1
No,33,Healthcare,7,4,Cat_5,D,0,0,0,1
Yes,74,Executive,0,NA,NA,D,1,0,0,1
No,41,Entertainment,0,2,Cat_6,D,1,0,0,1
Yes,58,Engineer,NA,4,Cat_6,B,0,1,1,0
Yes,25,Entertainment,8,2,Cat_6,A,1,1,0,0
No,33,Marketing,2,3,Cat_6,D,1,0,0,1
Yes,43,Doctor,0,2,Cat_6,A,1,0,0,1
Yes,25,Executive,1,2,Cat_4,D,1,0,0,1
No,26,Engineer,0,1,Cat_6,A,0,0,0,1
No,22,Healthcare,1,5,Cat_6,D,1,0,0,1
Yes,28,Artist,0,2,Cat_6,D,1,0,0,0
No,36,Entertainment,7,1,Cat_6,A,0,1,0,1
No,28,Healthcare,1,3,Cat_4,C,0,0,0,1
Yes,85,Artist,1,4,Cat_6,A,1,1,1,0
No,30,Entertainment,0,NA,Cat_6,D,1,1,0,1
Yes,43,Healthcare,7,2,Cat_6,A,1,1,1,0
Yes,82,Executive,1,2,Cat_6,B,1,0,1,0
NA,48,Executive,NA,5,Cat_6,B,1,1,1,0
No,18,Healthcare,3,3,Cat_2,D,0,0,0,1
Yes,53,Engineer,1,2,Cat_3,A,1,1,0,1
Yes,50,Artist,0,4,Cat_6,B,1,1,0,0
Yes,39,Engineer,9,6,Cat_4,D,0,0,0,0
Yes,35,Engineer,2,6,Cat_2,B,0,0,0,0
No,28,Entertainment,NA,3,Cat_4,D,1,1,0,1
No,33,Engineer,1,3,Cat_6,A,0,1,0,1
Yes,35,Healthcare,1,3,Cat_6,C,0,1,0,1
Yes,48,Entertainment,0,4,Cat_6,B,1,1,0,0
Yes,50,Artist,1,3,Cat_4,C,0,1,1,0
Yes,47,Entertainment,0,4,Cat_6,C,1,0,0,0
No,50,Artist,4,1,Cat_6,C,0,1,0,1
Yes,56,Artist,NA,4,Cat_3,A,1,1,0,1
No,26,Healthcare,10,1,Cat_6,D,0,0,0,1
No,21,Healthcare,0,4,Cat_6,D,1,0,0,1
Yes,61,Entertainment,1,4,Cat_6,C,1,1,0,0
Yes,88,Lawyer,0,2,Cat_6,B,0,0,1,0
No,72,Marketing,1,2,Cat_6,D,1,0,0,1
Yes,61,Artist,1,2,Cat_6,B,1,1,0,1
Yes,45,Engineer,8,NA,Cat_6,A,0,0,0,1
Yes,51,Engineer,1,5,Cat_4,B,0,0,0,0
No,42,Artist,6,2,Cat_3,B,1,1,0,1
Yes,59,Entertainment,8,3,Cat_6,C,1,0,0,0
No,45,Healthcare,4,1,Cat_6,A,0,1,0,1
Yes,68,Artist,NA,3,Cat_6,C,0,1,0,0
Yes,85,Lawyer,0,2,Cat_6,A,0,1,1,0
Yes,46,Doctor,1,4,Cat_6,B,1,1,0,0
Yes,32,Artist,0,2,Cat_6,B,0,1,0,0
Yes,70,Engineer,0,1,Cat_6,C,0,1,0,1
Yes,37,Entertainment,NA,NA,Cat_3,D,1,1,0,1
No,30,Marketing,1,4,Cat_6,B,0,0,0,1
No,33,Engineer,1,2,Cat_6,A,0,1,0,1
Yes,61,Healthcare,NA,3,Cat_6,A,1,0,0,1
No,37,Engineer,0,1,Cat_4,D,0,1,0,1
Yes,32,Entertainment,6,2,Cat_2,B,1,1,0,1
Yes,52,Artist,0,2,Cat_6,B,1,1,1,0
Yes,42,Entertainment,0,3,Cat_6,B,0,0,0,0
Yes,47,Artist,3,2,Cat_6,B,1,1,0,0
Yes,52,Artist,9,2,Cat_6,C,0,1,0,1
Yes,66,Entertainment,0,3,Cat_6,C,1,1,0,0
No,28,Engineer,NA,6,Cat_6,C,0,0,0,1
Yes,47,Marketing,1,1,Cat_6,D,0,1,0,1
Yes,52,Entertainment,1,3,Cat_6,B,1,1,0,0
No,27,Healthcare,2,4,Cat_3,D,1,0,0,1
Yes,56,Artist,0,5,Cat_6,B,0,1,0,0
Yes,53,Engineer,7,6,Cat_4,A,0,0,0,0
Yes,45,Artist,1,4,Cat_4,B,0,1,0,0
No,37,Homemaker,1,1,Cat_1,D,0,0,0,1
Yes,36,Artist,2,4,Cat_3,C,0,0,0,0
No,25,Entertainment,2,3,Cat_1,D,1,1,0,1
Yes,45,Artist,1,2,Cat_6,B,0,1,0,0
Yes,72,Homemaker,9,NA,NA,A,1,1,0,1
No,35,Entertainment,1,3,Cat_3,A,1,1,0,1
Yes,72,Lawyer,1,2,Cat_6,B,0,1,1,0
Yes,31,Artist,1,4,Cat_6,D,0,0,0,1
Yes,47,Entertainment,4,3,Cat_6,B,1,0,0,0
No,20,Healthcare,7,3,Cat_6,D,1,0,0,1
Yes,73,Lawyer,1,2,Cat_6,B,0,1,0,1
Yes,29,Doctor,NA,2,Cat_3,B,1,0,1,0
Yes,25,Entertainment,3,2,Cat_3,D,1,0,0,0
Yes,52,Executive,0,4,Cat_6,C,1,1,1,0
No,27,Artist,1,6,Cat_6,C,0,1,0,1
Yes,52,Executive,1,4,Cat_2,C,1,1,0,0
Yes,49,Artist,0,1,Cat_6,C,0,1,0,1
Yes,60,NA,NA,4,Cat_6,B,1,NA,0,0
No,45,Marketing,0,1,Cat_3,D,1,1,0,1
Yes,59,Artist,4,1,Cat_4,B,1,1,0,1
No,18,Healthcare,8,5,Cat_6,D,0,0,0,1
No,18,Healthcare,0,3,Cat_6,D,1,0,0,1
Yes,55,Artist,1,1,Cat_6,C,1,0,0,1
No,59,Entertainment,1,1,Cat_6,A,0,1,0,1
No,22,Healthcare,0,2,Cat_6,D,1,0,0,1
Yes,52,Executive,0,4,Cat_6,C,1,1,1,0
Yes,51,Artist,1,3,Cat_6,C,1,1,0,0
Yes,35,Executive,0,5,Cat_6,A,1,0,1,0
No,26,Executive,8,3,Cat_6,D,0,0,0,1
Yes,38,Entertainment,1,2,Cat_6,C,1,1,0,0
Yes,43,Doctor,1,4,Cat_3,A,1,1,0,1
No,41,Entertainment,1,2,Cat_3,A,1,1,0,1
No,27,Homemaker,8,NA,Cat_4,D,0,0,0,1
Yes,60,NA,0,1,Cat_6,B,1,1,0,1
No,25,Doctor,NA,4,Cat_6,D,0,0,0,1
No,18,Healthcare,NA,5,Cat_4,D,1,0,0,1
Yes,47,Artist,0,4,Cat_3,C,1,1,0,0
Yes,71,Marketing,1,1,Cat_6,D,1,0,0,1
No,32,Entertainment,1,3,Cat_6,A,0,1,0,1
Yes,60,Entertainment,1,3,Cat_6,C,1,1,0,0
No,33,Healthcare,0,NA,Cat_6,B,0,1,0,1
No,37,Artist,9,1,Cat_2,A,0,1,0,1
Yes,48,Homemaker,9,1,Cat_3,C,1,1,0,1
NA,33,Engineer,7,5,Cat_4,D,0,0,1,0
Yes,68,Artist,1,2,Cat_6,C,0,1,0,0
Yes,51,Artist,0,3,Cat_6,A,1,0,0,1
Yes,52,Executive,1,4,Cat_6,C,1,1,0,1
Yes,31,Marketing,13,4,Cat_4,D,1,1,1,0
No,39,Engineer,1,1,Cat_6,A,1,0,0,1
NA,60,Lawyer,1,1,Cat_6,D,1,1,1,0
Yes,50,Executive,4,3,Cat_6,B,0,1,1,0
No,19,Healthcare,NA,4,Cat_1,D,0,0,0,1
No,18,Healthcare,0,6,Cat_6,D,1,0,0,1
Yes,37,Artist,0,2,Cat_6,C,1,1,0,1
Yes,50,Doctor,1,3,Cat_6,B,0,1,0,0
No,20,Healthcare,0,NA,Cat_6,D,0,0,0,1
No,19,Healthcare,1,6,Cat_6,D,1,0,0,1
No,31,Healthcare,0,4,Cat_6,D,1,1,0,1
Yes,53,Doctor,14,2,Cat_6,B,1,1,0,0
Yes,26,Artist,12,2,Cat_6,B,0,1,0,0
No,37,Healthcare,8,3,Cat_6,D,1,1,0,1
Yes,49,Healthcare,NA,2,Cat_4,B,0,0,0,0
Yes,70,Entertainment,NA,1,Cat_6,B,1,0,0,1
Yes,48,Lawyer,1,2,Cat_6,D,0,0,1,0
No,21,Healthcare,0,4,Cat_6,D,1,0,0,1
No,19,Healthcare,0,4,Cat_2,D,1,0,0,1
NA,61,NA,0,NA,Cat_4,A,1,0,1,0
No,31,Healthcare,NA,3,Cat_4,A,1,0,0,1
Yes,65,Lawyer,0,3,Cat_6,B,0,1,1,0
Yes,73,Executive,1,1,Cat_6,B,1,0,0,1
Yes,50,Artist,1,3,Cat_6,B,0,1,0,0
Yes,70,Lawyer,0,1,Cat_6,A,1,1,0,1
Yes,58,Engineer,0,1,Cat_6,D,1,1,0,1
NA,58,Marketing,14,6,Cat_3,D,0,0,1,0
No,18,Healthcare,1,2,Cat_6,D,1,1,0,1
No,32,Healthcare,0,4,Cat_6,D,1,0,0,1
No,40,Lawyer,4,1,Cat_6,B,0,1,0,1
No,49,Marketing,0,5,Cat_6,A,0,1,0,1
No,35,Artist,8,1,Cat_6,A,1,1,0,1
Yes,40,Engineer,0,2,Cat_2,B,0,1,0,1
No,30,Marketing,12,4,Cat_6,D,1,1,0,1
No,35,Artist,5,1,Cat_6,A,0,1,0,1
Yes,28,Doctor,0,5,Cat_1,D,1,0,0,1
No,30,Marketing,8,1,Cat_6,A,1,NA,0,1
Yes,39,Healthcare,1,2,Cat_6,D,1,1,0,0
No,39,Entertainment,1,8,Cat_3,A,1,1,0,1
Yes,26,Engineer,6,7,Cat_4,D,0,1,1,0
Yes,36,Artist,0,3,Cat_6,C,1,1,1,0
No,26,Homemaker,9,NA,Cat_3,D,0,1,0,1
No,21,Healthcare,1,3,Cat_7,D,1,0,0,1
No,45,Artist,2,1,Cat_6,B,0,1,0,1
Yes,45,Entertainment,10,4,Cat_6,B,1,0,0,0
Yes,63,Artist,0,3,Cat_6,C,0,1,0,0
No,45,Artist,1,1,Cat_6,A,0,1,0,1
Yes,27,Healthcare,9,2,Cat_6,D,0,1,1,0
Yes,47,Executive,0,7,Cat_4,A,1,0,0,1
Yes,36,Artist,6,4,Cat_6,C,1,1,0,0
Yes,49,Artist,NA,2,Cat_6,C,1,1,0,0
No,25,Doctor,7,4,Cat_6,C,1,0,0,1
No,32,Healthcare,0,7,Cat_6,D,1,0,0,1
Yes,41,Executive,6,3,Cat_4,A,1,0,1,0
Yes,50,Artist,9,4,Cat_6,A,0,1,0,0
Yes,63,Artist,0,2,Cat_6,C,0,1,1,0
Yes,69,Executive,NA,4,Cat_6,D,1,0,0,1
Yes,62,Engineer,1,1,Cat_6,B,0,1,0,1
Yes,63,Marketing,1,3,Cat_6,C,1,1,1,0
Yes,36,Artist,5,2,Cat_6,B,0,1,0,1
Yes,31,Engineer,8,2,Cat_4,C,0,0,0,1
No,45,Entertainment,8,2,Cat_6,A,0,0,0,1
Yes,45,Artist,1,4,Cat_6,B,0,1,0,0
No,26,Doctor,1,3,Cat_6,D,1,0,0,1
Yes,49,Artist,NA,4,Cat_6,C,1,0,0,0
No,38,Marketing,8,3,Cat_4,D,0,1,0,1
Yes,74,Lawyer,1,2,Cat_6,B,0,1,1,0
No,61,Lawyer,1,1,Cat_6,C,1,1,0,1
No,26,Healthcare,0,NA,Cat_6,D,0,1,0,1
Yes,70,Lawyer,1,2,Cat_2,B,0,1,1,0
No,30,Doctor,NA,3,Cat_4,D,0,0,0,1
Yes,57,Artist,1,4,Cat_6,C,0,1,0,0
Yes,35,NA,8,4,Cat_4,A,0,NA,0,0
No,20,Healthcare,1,3,Cat_4,D,1,0,0,1
No,19,Healthcare,5,4,Cat_2,D,1,0,0,1
No,52,Artist,1,3,Cat_3,B,1,1,0,1
No,31,Artist,NA,6,Cat_3,A,1,1,0,1
No,22,Marketing,0,3,Cat_4,D,1,0,0,1
Yes,27,Homemaker,9,NA,Cat_6,D,1,1,0,1
NA,39,Artist,1,3,Cat_6,B,0,1,0,1
No,28,Homemaker,8,NA,Cat_6,D,0,0,0,1
Yes,59,Engineer,NA,4,Cat_6,B,1,0,0,0
Yes,57,Artist,1,3,NA,C,0,1,0,0
No,25,Healthcare,1,4,Cat_3,D,1,1,0,1
Yes,40,Engineer,0,3,Cat_6,A,0,0,0,1
Yes,53,Artist,1,2,Cat_6,A,0,1,0,1
